content,board
 今天不用補班  我不是在家裡補眠而是跑去日月潭走環潭步道吸收日月精氣  我好棒  而且今天日月潭沒什麼人 天氣又陰陰涼涼的  走起來很舒服~  一邊運動一邊聽我愛團的歌  真是人生一大享受啊(心滿意足的嘆氣)   不過我的耳道式耳機在我走到一半的時候掛掉了  嗯   ,happy
     自由度增加了   整個人的情緒跟心情比較好了   好開心喔   漸漸揮別憂鬱了   祝大家諸事順利喔   今年開春 我收到這樣一份禮物  很開心    ,happy
 生平沒中超過200以上  電子發票第一次中就中了1000  當時收到信還想說是甚麼  結果第一眼就看到  恭喜中獎  有點開心  最近也在把買東西開的實體發票  盡量都改成電子發票  希望愛護樹木之餘  可以在多中幾次獎XD  ,happy
 每天心情不好的時候 看看貓貓 真的好療癒 噹噹 我很想念妳 雖然不知道妳會不會想念我 （敢不想念我的話試試看XD) 但希望妳在另一個世界也開心～ 我現在也很愛娜娜 她都會下樓迎接我了喔～～～～～～ 改天再跟妳說更多 先睡哩  ,happy
     我要發給三位 稅前30p 不重複  說說吉祥話即可  ============================================================   我的狀況就是 柳暗花明又一村  每一個進步 都大概需要花一個星期的時間  這個星期的進步就是 身心能逐漸舒展  感到開心  耶耶耶     ,happy
      我也不知道為什麼  就是變大了  我知道我又胖了  還好有胖到胸部   阿哈哈哈   呼呼呼呼呼呼   還好今年夏天 我的胸部還是比肚子還挺  不會太難堪   ,happy
  今天用寶島眼鏡app裡的點數直接去門市加購了三眼怪隱眼盒~超級可愛~ https://i.imgur.com/dPCvS6l.jpg 5點+$129~我朋友也加購另一組米奇的~這款可裝藥水5點+$169~ https://i.imgur.com/MSWmHV2.jpg 不過門市老闆說賣不好~因為去門市消費不會買這種~總之貨量滿多的~ 想說這超可愛的怎麼會沒人想要拉~總之我跟我朋友一人換一組~剛好明天228連假去台南 旅行可以用到~開心^^  ,happy
    好棒喔   好開心喔   好驚爽喔   好愉快喔   好興奮喔   再觀察看看   真希望能夠有廣播可以聽  太讚了    ,happy
"    年紀漸長，一些以前不懂的，現在都隱隱約約知道是為了什麼。    雖然如此，還是想繼續努力些什麼。    那個誰說的    ""如果抱持著從任何事物身上，都能學到一點什麼，年老也許也不是那麼難過""                                                    - 聽風的歌<村上春樹>    所以，就再加油吧，也希望每天起來，世界一如既往的美好。    - sincerely yours  ",happy
 連假一直不敢出門 今天天空不作美人潮少了好多 終於有時間出門逛逛了 想買了好久的衣服正好今天有再特價 便宜買入真開心><  ,happy
  看似平淡的日子  但是我好好在這邊上班  已經很幸福了   每個星期一直負能量  反過來想想 還是要感謝一下  我現在過著普通的日子  實在也是難得了  謝謝.. ----- Sent from JPTT on my iPhone  ,happy
 今天發生的好事  1.去駕訓班我的教練很好  2.有人發了27p給我，因為我的錢好少，所以得到錢就很開心  3.去日本的朋友帶回了了三包境內菸，今天拿到了(  ￣        ￣    )  明天即將發生的好事  1.早起，好久沒有早起了  2.讀英文，因為今天(還)沒讀英文所以明天要補回來  3.希望有更多人發錢給偶  ,happy
 有次去吃了某家燒肉吃到飽~只能說肉質超級普通~環境也普普~也是看到有人推薦 去吃~發現...還是不要亂花錢XD 剛剛中午花差不多價錢去吃牛角燒肉吃到飽~只能說日式的品質真的是好很多~點的食材也 都好吃也新鮮~幾乎沒有甚麼地雷~ 大口吃肉就是開心！什麼不開心都拋腦後了～ https://i.imgur.com/wQshdAQ.jpg https://i.imgur.com/fk3AFMU.jpg  ,happy
    在今天之前  我對於一天的時間 空白時間的運用 是很焦慮的  但自從今天下午 有好好地看完一份報紙開始  我感覺到自己漸漸知道 那種運用時間 好好度過空閒的感覺了  真是高興阿   ,happy
    感覺就是慢慢在進步  不過 光要等 很慢  ============================================   求求老天爺不要再讓我感冒了  已哭哭  我會好好穿暖和  求求您了   ,happy
    弟弟一家人這次回來  比上次對我友善  我就進攻一波  跟弟媳講講話  雖然是勉強搭話  但總是我的一片心意   要怎麼跟個性不同的家人相處呢  有人可以說看看嗎   ,happy
 租屋處附近 有一家全家 超級愛錄取正妹店員的 每次去看到都是可愛的年輕妹妹  今天買冰淇淋很好笑 在和其中一個妹妹A聊天 另一個妹妹B我想說她應該在用冰淇淋 所以一直和妹妹A聊天 我突然轉過頭 發現幫我做冰淇淋的妹妹 B 就在我後面拿著冰淇淋  那一刻 我真的嚇一跳 哈哈哈 她右手拿著冰淇淋 面無表情 因為很像‘自由女神’感覺 妹妹好可愛  很好笑.... 怎麼不和我說 我已經把你的冰淇淋用好了 要在我後面等呢！  好可愛喔 很好笑！  ,happy
 黃昏市場 要過年了 今天超多人的 租屋附近有個黃昏市場 是那種很歡樂 有很多人在叫賣的地方 也有人騎腳踏車 摩托車 箱型車 開汽車 還有人座‘自動輪椅’出來買菜的 還有行人 大雜燴 哈哈哈哈 https://i.imgur.com/3PzDaJS.jpg   那種歡樂好笑正面的氣氛 實在太好玩了... 今天買了共350元的水果 尤其是最有營養的奇異果 買了6顆 就是開心^_^ https://i.imgur.com/aIifS4T.jpg  春節這幾天的營養 就靠你們撐了啊！  ,happy
 自從報了健身房 裡面有三溫暖 發現享受三溫暖的都是歐巴桑姊姊 泡湯 烤箱 蒸氣室都是全裸 去置物櫃拿東西 也有全裸 吹頭髮也坐在那裡全裸 哈哈哈 超好笑....  烤箱和蒸氣室 各種姿勢都有 躺著 坐著 做瑜珈 敷面膜的 姐姐還會大辣辣和你聊天 很開明喔！  顛覆了 好多想法 老了能享受 有生活重心 是一件快樂的事 以後我也想和他們一樣 當個快樂開明的歐巴桑^_^  ,happy
  其實還是有好人在的QQ 看到有陌生人替我講話讓我覺得世界上還是有好人的 看到一些只會說一些風涼話的 希望你們人生中都不會有任何錯誤 都不會有任何後悔的時刻 人非聖賢孰能無過 知錯能改善莫大焉  看到別的文有人的回覆覺得說的很好 ：你沒遇過的事，不代表不會發生  太多人都用自己的世界觀去看別人了 希望過了今天，新的一年能更順利！ 祝看到這裡的人都能新年快樂<333  ----- Sent from JPTT on my OPPO CPH1607.  ,happy
 謝謝今年的你們 雖然發生了很多事情 還是謝謝各位 一直幫忙著我 希望在新的一年裡 大家可以平平安安 順順利利 新年快樂 豬事順利   2019 也要繼續努力 朝著自己的方向前進嘿 謝謝你們  ,happy
 恩，今天真的不錯，認識到一個新的朋友，雖然是很臨時的邀約  不過沒被放鴿子也吃到了之前想吃但一直沒去吃的拉麵，也試穿了一直想穿  的飛行夾克。只是總覺得有點對不起這位朋友，拉麵她吃過  甜點沒有開，華山文創沒她想要的東西，她家又住得稍微遠一些，真的很抱歉  希望日後還能有約，若有就換我到比較遠一點的地方吧!  最後早上的運動加上下午的散步應該可以讓我今天有個好眠，再45分鐘吧! ,happy
" ㄧ個大清早上 我們全家提早了兩三小時到城隍廟 排隊的人龍等著領著市長紅包 因為排隊的人實在太多 現場雖然只有500個紅包 300個糕餅店提供的平安發財餅 本來沒有預期可以簽到名 但是可能我父親已經70歲，旁邊的護衛也比較不會阻擋 在我父親努力之下，在廟裡找到了一個空檔 皇天不負苦心人 讓我爸把書給了市長簽名 真是開心，讓我在過年這幾天都好心情。       板工提醒：內容少於三十字 或 少於三行，會立刻砍文，並視情況劣退!                                                                                   日                疊字及重複字串組，不列入字數計算!!                         值                                                                            :                標記s 為""違反版規註記"".                                          ▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅ 編輯文章前，按下 Ctrl + Y 可以刪除本行.  ",happy
 剛剛睡覺突然驚醒 又在夠麻吉逛了一下 看到有捐款的活動 睽違了三年了 開始捐錢了 https://i.imgur.com/rBgYqXY.jpg 尤其是這次捐款是有幫助到精障人士 雖然我的憂鬱症 還不到拿精障手冊的程度 但是還是很想幫助和我類似的人  看到路人的東西掉了 幫他撿起來 這種小動作也是一種快樂  學生時代到老人院幫助老人辦活動 也是一種行動的付出  不管是付出‘金錢’和‘行動’都是一種付出 ‘助人為快樂之本’ 這句話不是假的^_^  有餘力真的可以一直幫助人下去 現在好像都是別人幫助我 唉...哈  ,happy
 年假結束，開工了該好好收心，打起精神來囉！  相信今日會是美好的一日，每天都是好日唷~   天氣也不錯，希望能這樣持續下去。  ,happy
 一張贈送的票  譜出了這麼多故事  完全地始料未及呢  交流的過程中 獲得了新的體驗  以往不會踏足之地  因此而前往了  真的很神奇呢  ,happy
"      精神漸漸恢復  心情一爽之下 想發錢  ""無形力量遠離我，歪姊快快恢復!!""   以下開放五位 稅前50p 不重複   希望半年後 可以完全正常   ",happy
 昨天真的是個很開心的日子，一直以來的努力總算有成就，看到她們那麼開心，  我也跟著開心了起來。    真的是太好了，總算能將自己夢寐以求的事情實現，希望之後也能那麼順利。    ,happy
   啊啊啊  超爽的啦～  https://i.imgur.com/WLS0mCW.png  回饋2200元～  哈哈哈  守候24:00超刺激的...  ,happy
 真正的快樂並非來自財富或榮譽，而是來自於做了一些值得做的事情。  世界上沒有比快樂更能使人美麗的化妝品。  對於那些內心充溢快樂的人們而言，所有的過程都是美妙的。  ,happy
  這個西西里，是對義大利的西西里島的尊敬，  也是自己對附近鄰居養的一隻黑色的狗狗小暱稱，  我個人認為她肯定是這一個區域，  最友善的狗狗，最討我愛的狗狗，  每當回到住處她總是跑向我迎接我，  今天更是讓我感到開心，  她竟然睡在我的門口，  一開門就看見她窩著，  就摸摸抱抱她，  因為她的出現，為原本提不起勁的一天小小打了氣，  也超感謝她在下雨的時候，依舊跑來讓我抱抱她，  我自己曾經養過幾隻狗，我的狗兒其實都不大喜歡在雨天出門，  我自己推測他們可能並不喜歡自己的腳弄濕，  可西西里卻跟我曾養的狗不同，不論天氣就是滿滿的熱情，  感謝她的陪伴，讓我百無聊賴的日子增添許多樂趣。    ,happy
 今天中午參加公司春酒  到了抽獎時間，本來是就不抱任何希望  沒想到在加碼的時候，最後一個直逼頭獎價值的紅包  居然抽中我了，唱名的時候，整個人真的是一片空白  真是太開心了  希望能把好運分給版上的大家~  ,happy
    我原來的生活 像是一團凝固的糨糊 愁到化不開  但這兩天 像是春天逐漸探頭了一樣  冰雪漸融  感到開心   ,happy
    今天去國姓田裡  雖然還是睡很多(早上都賴在農舍的床上)  但有主動幫忙種地瓜葉  第一次用工具 自己掘土  感覺很新奇  原來掘土需要那麼用力喔(原來如此)  總之 今天不是只有睡覺而已  有幫忙農務  有進步  =====================================================   晚餐吃魷魚羹麵  覺得脆脆的魷魚 好好吃喔  下次還要再去買  讚讚     ,happy
      現在每天都有精神自由方面的進步   我甚為滿意   來發錢   因為魯姊窮窮   所以 只三位 稅前30P 不重複   說說吉祥話即可  謝謝您   ,happy
 https://i.imgur.com/L8MMKAm.jpg  95元買了兩個腿排+大麥克+大杯可樂～ 麥當勞的可樂好好喝～(≧▽≦)  結果腿排吃一個就膩了QQ  ,happy
     想到爸退休後，家裡就完全沒有貢品了  就覺得將來日子難過  哀   有睡得少了一點  希望能更進步   ,happy
 現在的生活過得很美好，到處都是美好的事物。  身旁有許多支持我、幫助我的人，真的很感謝他們。 因為有他們，要不然沒有現在的我，也不會有那麼美好的生活。  我珍惜這一切，有你們真好。  ,happy
    今天是個檢驗日  無論是對自己病情的理解，或是對自己已恢復精神力的檢驗  凌晨2:00就起床了  然後6:30~9:00 補眠  上午在心森林度過  12:00~13:00 補眠  下午出門 跟回家上網   ,happy
 太爽了，期待已久的四層鐵架  每次要掃地拖地，都要把櫃子移來移去  既不方便又很佔空間  今天掃地拖地，節省一半時間  超爽  ,happy
    哈囉 今天妳開心嗎  我很開心  因為我是自由的  我有自由的腦袋 行動也是自由的 又有健康  所以 我現在心情非常好   一整個開闊阿   哈哈哈哈哈   爽阿   ,happy
 又到了周末，整個心情都好起來  天氣既晴朗又舒爽  早起去運動，整個就很舒服  運動完吃完早餐洗個澡  然後又躺回床上  悠閒的一天   ,happy
 剛剛一起床跑去剪髮  想說禮拜天  應該會很多人  一到現場  超爽der沒有人  馬上停好車衝進去  開心  ,happy
    今天的觸角 想伸向在演武場擺攤的攤子  可是 我會怕  所以 停下車來 隔一段距離 看他們一下  我發現 自己現在都會想每天來點不一樣的  有點擔心自己的生活裡 並沒有這麼多新奇事物阿  屆時該怎麼辦才好呢    ,happy
    然後 這個高度又融入了我已經恢復的精神海裡  ===================================================   今天去台中舊酒廠文創園區  頭一次明顯地感受到 人家不歡迎我  不過 我還是摸著鼻子進入逛了一圈    這麼說來 只要我漸漸進步  連台中國資圖 我應該都可以進去看雜誌囉  嘻嘻   ,happy
 憂鬱的禮拜一  喝上一杯波霸烏龍  整個心情就好了起來  滿足啊  嘴裡咬著波霸真爽  雖然事情很多  但能喝上一杯就是開心  ,happy
  先恭喜Novak Djokovic完成大賽三連冠了  昨天的比賽可以說是近乎完美、無懈可擊打敗了Rafael Nadal  賽前我還以為將會是一場五盤大戰  但比賽結果真的很意外、開薰，重播也看不膩，哈~哈~   回想2016年法網奪冠完成跨年度大賽四連勝後  狀況開始往下走，包括奧運一輪遊等，那時真的蠻傷心的  那時還甚至懷疑Novak Djokovic不能重振雄風  去年的法網，第四盤搶7輸球後真的是難過到不能自我  所幸沒有放棄，繼續堅持才能邁向勝利   接下來的法網，我非常的期待，有機會見證第二次跨年度大賽四連勝  當然，這並不容易，法網最大的對手將會是紅土之王Rafael Nadal  生涯十一次法網冠軍，而且今年澳網還挺進決賽  相信Rafael Nadal剛慘敗，一定盡洪荒之力來捍衛紅土之王寶座  亦將Novak Djokovic視為最大的敵人   加油了~希望2019/06/09能見證第二次跨年度大賽四連勝  保持目前戰力，在未來能夠突破Roger Federer的生涯20次大賽冠軍  還有2020年東京奧運男單金牌~~~~~我會不會太貪心了，哈~  ,happy
 近幾年似乎沒有捐款了 剛剛找了一下 還是沒有捐款的活動  以前不定期捐款 2016年就斷掉了..... https://i.imgur.com/cu1ZQqr.jpg https://i.imgur.com/ooimJ3I.jpg https://i.imgur.com/ZewNG4E.jpg https://i.imgur.com/LmMhVzH.jpg https://i.imgur.com/oiH0s6K.jpg https://i.imgur.com/DccpBxh.jpg https://i.imgur.com/GR00MD9.jpg https://i.imgur.com/L5xaCh2.jpg https://i.imgur.com/bG6Tyft.jpg 這兩年也是我過的最不好的日子  唉.... 我的命裡是不是要‘付出’才會快樂！  今天晚上運動回家 看到便利商店有一隻可愛的肥貓 在外面喝酒的同時 也買了一包飼料給他吃 希望吃飽溫暖熱起來 別在外面冷著了 https://i.imgur.com/CeodNxb.jpg https://i.imgur.com/ry6JipC.jpg 希望可愛的小肥貓可以快樂  如果租屋沒有限制養寵物 早就把你帶回家了 哈  因為付出所以快樂～  ,happy
 花了錢買想要的東西，我就感到滿足。 像是花了快1000多塊的生寫真卡，就好開心啊~   ,happy
 連假前一天生日... 明明沒在過，所以那天沒什麼預定 雖然有機會來個10天連假，結果決定在工作中度過就好 可是一堆人都請那天，又有點惆悵 (ToT)  不過前幾天在電視上看到電影抽獎訊息 抱著參加看看的心情寄e-mail過去，寄完就暫時忘了這件事 竟在今天收到抽中的票券！  沒想到不但有抽到，而且很迅速地默默收到票，真是又驚又喜阿 第3次抽到電影票啦  前2次都在ptt抽到的，中獎過後的ptt抽獎恢復持續槓龜中 而意外地不小心在電視上看到抽獎訊息就順利抽中 惆悵過後的小驚喜 + 是想要看的電影  開心～(^^)  ,happy
 一早起來發現天氣還真好，那種涼爽舒適的感覺，讓人想繼續賴床。  然後起床後吃了早餐、看看手機，就準備出門了。  今天看來也是美好的一天，希望每天都是一樣，帶給我涼爽舒適的感覺。  對我而言，那就是美好的一天了唷~  ,happy
 工作到現在  餓到快不行了  總算可以喘口氣  吃個便當  好滿足啊  快過年了好忙啊  再過幾天就放長假了  加油  -- I can't relate to lazy people.We don't speak the same language.  I don't understand you.I don't want to understand you.  ,happy
 爽  明天過完就要放假囉  這次九天一次給他放個爽  而且今天發薪水，心情不錯  嗨起來啊各位!!!!!!  ,happy
"  小弟下班後閒來無事做  將2018/11~12月的發票拿來兌獎  雖然是不期不待不受傷害，但人人有希望個個沒把握  反正沒中獎的話直接送進回收桶無妨  這兩個月食衣娛樂等累積了約70張發票  距離上次中六獎兩百元的時間點可以唸完四年大學了   開心的是─我真的中獎惹  不中則已，這次竟然有三張發票中獎(oh my god，這機率太不科學了)  其中有兩張是增開六獎尾碼是185(唉~如果是我的身高就真的是完美了)  第三張中的獎項居然是「四獎」尾碼是50862(吃麥當勞)  中獎發票立馬重新檢查一次~~~果然是當期的發票，爽翻天了，實拿3,984元    最近好事一件一件的報到，連財神爺也來敲門了  提醒手邊有發票尚未對獎的大大們，要記得將庫存的發票翻出來核對喔  過了2019/5/6就成了廢票惹  搞不好中獎的幸運兒就是大大喔~~~  也預祝大家新年快樂，心想事成，萬事如意   ",happy
 今年公司提早一天放假， 昨天下午大掃除後老闆信心喊話一下也就下班拉~ 重點以為年終獎金今年應該一般般， 沒想到比預期的還多阿~ 非常開心阿!!!  祝大家豬年行大運!!連休黑皮!!!放假嚕~~~~~~~~  ,happy
  昨天腦波很弱看到麥某速食店早餐的廣告後就超級想吃  但又怕起床晚了錯過早餐時間  好在我家好心人幫忙叫我起床  雖然開了大老遠的車子去買  但是有吃到想吃的早餐一整天都很開心！  ----- Sent from JPTT on my iPhone  ,happy
 之前在台北展過一次 現在又在展第二代 值回票價 ！ 很有意義的展覽 關於英日文的展覽 要用頭腦看藝術品的展覽...很知性！  因為不懂日文所以有點看不懂@@ https://i.imgur.com/GwcpWDc.jpg https://i.imgur.com/9Y3IeRG.jpg  https://i.imgur.com/76mALru.jpg https://i.imgur.com/gRZlx7I.jpg  這個超有共鳴的 把客人全部吸進來！ https://i.imgur.com/isXtwJk.jpg https://i.imgur.com/KIqLdhC.jpg  讀歷史的道路很艱難 用很厚的歷史書當故宮階梯 代表讀的資料很多 也表示爬的很高很辛苦 https://i.imgur.com/wds9ie9.jpg https://i.imgur.com/lbWCENL.jpg  用英文詮釋 這個蠻直白的 大家應該都看得懂！ https://i.imgur.com/Qk3Fk9K.jpg https://i.imgur.com/sgReiaI.jpg  蠻有意思的 斬斷鎖鏈 不想被鎖鏈纏身 https://i.imgur.com/B19v7yw.jpg https://i.imgur.com/qhIGLrl.jpg  田中達也藝術家 蠻有趣的..... 希望還有更多驚嘆的作品！  還有好多好多她的作品很有趣>< 拍了100張照片^_^ 300元值回票價 還覺得便宜呢！  目前參觀藝術家最值得 最知性的一次...  人家說藝術家個性很主觀 很難溝通 很難瞭解 很難奇怪 可能有些有精神疾病...... 都是在他死後 藝術品才會有人看的懂 結果就爆紅了....  之前看幾米也是好好看喔 只是不能拍照（但是偷拍的人超多的==） 幾米還是台灣的畫家 台灣之光！！！   ,happy
 又完成一場半馬了  這次破個人PB，太開心啦~~~   很難想像從小到大我是完全不跑步的，  最怕的就是體育課測800或1600  如今慢跑已變成生活中不可或缺的一部分   我會繼續跑下去~  ,happy
 我的兩個小孩姐弟先後得了流感 還好老婆在姐姐發燒後 很積極的在第二次回診，狀況惡化 再強制帶姐姐做第三次回診 並且做快篩，也提早使用了克流感 隔天弟弟也中彈 幸運也是提早治療未有併發症 大人們也做好了預防，幸運沒有災情擴大 希望2019也都這麼幸運  ,happy
 感冒了一個禮拜，終於好了。  心情真爽，可以不用一直躺在床上，還要忍受鼻塞、吐痰、咳嗽了。  真是太好啦!  ,happy
 因緣巧合下詢問到一直很喜歡的末日公仔  而且對方很善良  不像淘寶蝦皮那些可怕的天價  真心感謝讓公仔給我的好人  2019 so lucky  ,happy
    老婆，我們可以各自作自己的事，但我要一直與你共處在同一個空間裡。    ===============================================================    我聽了之後，得意地笑了出來  真心覺得，這真是很棒的稱讚阿    ,happy
"    來做一個檢討，    每次歷劫能歸來，總是鬆了一口氣，    告訴自己苦難就要過去了，    事實上也是，    曾經困擾我的，不再放在心上，    曾經為難我的，不再能夠傷害我，    ""     凡勞苦重擔的，到我這裡來，我必叫你得安息。      將我的榮耀歸於我深愛的人，阿們！                                               ""     -- sincerely yours   ",happy
     開心  驚爽  大心  幸福  太棒了  前陣子每天都被濃濃的睏意包圍  現在 睏意總算消退了  覺得開心  好棒棒阿   ,happy
 難得老爸有想要的東西 雖然他買的是二手 我還是晚上手刀跑去幫他面交 明天再宅配給他  希望老爸拿到後很開心！  ,happy
 https://i.imgur.com/MEX8gbj.jpg 30歲的老小妹 還是愛吃甜點啊 壓力來的時候 不是大吃就是不吃  Misterdonut 真的很好吃^^ 還有可愛迷你甜甜圈....... 還記得大學廣告展 還幫他做廣告！ 做了好多宣傳....  還有被我是為高級咖啡的星巴克！ 全部加在一起大滿足啊！ 希望工作站久了 可以全部瘦下來>< 哈哈  ,happy
      我也不知道哪根筋怎麼了   我今天居然沒睡到中午12點 下午也沒有補眠   難道是老天開眼???   來發個錢壓壓驚   三位 稅前30p 不重複  請說點吉祥話  謝謝   ,happy
 目前的工作都是日夜顛倒 也很難揪人.... 跨年連假膽大在altogether 版揪人 已經說只和女生泡 ㄧ大堆男生寄信@@ 結果還是沒有成團！  因為受爸媽影響我從小就很愛泡溫泉 泡澡 現在找不到人的情況 自己去搜尋 居然真的有單人湯屋^_^ 於是自己做捷運去新北投 爬山到春天酒店 好高哦！ 好多日本人！ 想到去日本時飯店泡大眾池的時候 要和很多人‘坦承相見 ’很有趣呢！哈  只泡單人湯屋+日式火鍋=999元 自己覺得很划算了！  泡溫泉前的小點心 https://i.imgur.com/LcyBhRG.jpg https://i.imgur.com/9UTDmi2.jpg  單人湯屋 https://i.imgur.com/RBhpjnl.jpg https://i.imgur.com/fIlJZBB.jpg  泡完都會肚子餓餓 火鍋也很好吃！ https://i.imgur.com/OyQVXfX.jpg https://i.imgur.com/SpVHNcS.jpg https://i.imgur.com/JoBKBYf.jpg https://i.imgur.com/atbRyKA.jpg  之後下了小雨 飯店也有免費接駁車到北投站 好幸運喔！  結果回家又肚子餓 哈哈 又買了MOS的熱可可+爭鮮壽司 https://i.imgur.com/7IWv56k.jpg 自從在速食店工作不知道是壓力大 還是很耗體力 一直吃吃吃！ 哈哈哈  今天一整個很日式^^ 有一天我也可以泡到加賀屋 有一天我也可以去日本櫻花季穿可愛的和服  現在年輕人都不愛存錢 因為會越存越薄 除非投資在更有利的保值商品 門檻還是很高啊....  覺得會賺一點小錢 也要會享受！ 泡完溫泉真的很神奇 雖然只泡一個小時 但手和腳都沒這麼酸痛了....  睡了幾個小時 頭髮目前都是硫磺味 哈 上班之前在洗一次澡好了><  結果早起 肚子又餓餓 肚子又餓餓 肚子又餓餓 肚子又餓餓 肚子又餓餓 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈   ,happy
 雖然最近開始變天了，很多人可能不想那麼早起床，因為實在是太冷，大家只想躲在暖呼呼的被窩裡，睡懶覺。  你們說是不是呢?   但是早起，想到晚上有好多想要做的事情，就覺得今天很美好。  ,happy
  賺錢就是爽  天天賺錢  天天$$$$  繼續努力  未來很美好  繼續加油  衝衝衝  ,happy
  入冬都好幾個月了 終於有冬天的感覺了 開心~  今天居然是我冬天第一次穿長袖睡衣的日子  雖然之前那種涼涼的天氣也很棒啦，不過寒冷的冬天才能叫冬天啊QQ  啊啊 要去冬眠了~~  ,happy
 終於工作回家了 泡了立頓奶茶+可可 買了明治巧克力 真是一種享受！ https://i.imgur.com/j1SbKFB.jpg https://i.imgur.com/wsMfCdr.jpg https://i.imgur.com/zFUpnrY.jpg 日本的巧克力都好好吃喔 明治 樂天.... 都好喜歡喔^^  還有之前去日本買了一大堆 真空魷魚和干貝 好懷念喔！  日本的東西就是精緻又好吃！  明天期待全家便利商店的巧雪可可>< （問了好多次都沒有貨了） 明天準時去搶^^  覺得自己像個孩子一樣><  ,happy
 這個月每天都抽，不是歡樂貼就是套餐送蛋捲冰，今天抽到大飲麥+大薯買一送一，開心 ～～  ,happy
    我的靠山 對我不會膩  我能夠一直讓他都有新鮮感  覺得很高興  HAPPY!!!!   今天沒有睡很多  覺得開心   ,happy
     所以才會時光流逝了，很沒感受。   不錯不錯，現在已經知道了。   是個好的開始   從現在開始，要練習抓住當下的感覺喔   加油   ,happy
 啊啊啊居然 一直煩惱著要不要跟你要賴 畢竟下禮拜期末也不會說到話 沒想到我就這樣順口說出來了 還要到你的賴♡ 可能姊姊我比較厚臉皮吧哈哈哈 你笑起來的樣子好可愛喔><  ,happy
 梁文音個人第六張專輯《副駕駛座的風景》，其中有拍出MV的四首主打為：  https://youtu.be/dooubRS_FY4 如歌  https://youtu.be/g9Swmh4asFg 還好  https://youtu.be/dG_n323NPYs 轉折  https://youtu.be/WZL49dyPS38 和平分手  累計至2018/12/31，四支MV觀看次數總合達到八位數啦！  恰巧趕在2018結束前，總點閱合計破千萬，格外的令人感到驚爽。\(@^0^@)/  -- ╰╗ ═╦╗ ═╦═╩═╦═ ▂▂▂◆▂▂▂ https://youtu.be/Q046F5PgXm0 .✩*★.  ╰╗  ╣╠   ╚╮  ╭╝     ╰╗  ╔╯ ▲ MV版                *★ *.*     ✩ ╭╝     ╯     ╚  ╝     ▁▄▆▇▆▄▁ 心裡的孩子 ✩           ＊ ╭═╬═╮       ╳         ╭═══╮ ★LiangWenYin， ╭ ║ ╮     ╔╯╰╗      ╠═══╣ ▼歌詞版 ✩         ／  ╝ ║ ╚     ╯    ╰      ╰═══╯https://youtu.be/ddqhDyVdhu0、. ψ  ′  ,happy
 隔壁點套餐 不喝味增湯 送我喝 人太好啦 爽喝一波 祝好心人上廁所永遠不缺衛生紙  ,happy
  好爽下午提前放假 但下禮拜可以不要補班補課嗎!! 現在爽看電影吃爆米花 彌補下禮拜六的小不幸幫QQ  ,happy
 繼連休四天之後再上班三天又放假啦~~  明天就可以睡到飽了 我好開心~~    自從有了年紀之後  就覺得日子就是節日-節日中的空檔-節日的構成  可是下半年能放假的節日怎麼那麼少QQ  總而言之 開始期待春節的來臨~~   ,happy
 從11月初到今天1/5禮拜六終於可以好好休息一下啦~~  平日下班回家後，還要看書然後假日不是公司有活動  就是學校有事情要處理，沒想到我以為最輕鬆的實習階段可以過得這麼充實!  看到學校的學長姊最近為了專題忙得不可開交，我就在想說  現在真的很幸福，因為不需要理會學校的鳥事情  還可以做自己真正想努力的事情，很棒!  我很享受我的實習生活，但不要一直處在舒適圈!  要強迫自己進步!變得更好，為這個社會付出更多，讓這個社會  因為有我便得更美好!加油!!  ,happy
  雖然早就已經冬天了 但是最近都不冷阿 不管是11月還是12月 甚至到了1月了 還是維持20度C左右溫度 雖然不會太冷但不禁考慮到以後夏天會更熱 就有點擔心未來溫室效應阿 想想還是享受當下黑皮幾天吧   ,happy
 前一陣子吃太胖家人一直唸  從上個月開始控制飲食有點體重變化 到現在身材已經恢復了蠻多 爽  ,happy
 想到可以打Switch 這禮拜遇到甚麼煩惱都忘記了  每次都破不了的關卡還有神人解密 晚上肯定可以把這個難解的東西破完  ,happy
 這個月不知道出了甚麼運 不管怎樣都有理由被請客  只是不小心做了一個小動作幫忙別人 太開心了吧!!!  ,happy
 晚上跑步運動 慢跑了附近國小外圍 三圈 今天跑的很輕盈 好神奇喔～ 哈哈哈 流了很多汗 洗澡完 超舒服的～^_^  ,happy
"     來發個p幣   ""祝diverse101精神越來越集中，形體越來越回到正常!!!""   前五位 每位稅前30p 不重複   祝大家豬年快樂    ",happy
 耶耶耶耶  病情終於好轉了 希望你趕快出院不要再待在冰冷的醫院裡 快出來一起曬太陽吃東西啊!  ,happy
 讚終於不像前幾天這麼冷 趕快去逛個街看個電影 不然過幾天又要變冷了  ,happy
 奇怪之前住這麼久都沒聽過隔壁阿姨稱讚我  怎麼今天突然稱讚我長得很好看 大概是我真的長的還不錯吧(笑  ,happy
