content,board
 女桌的陳詩羽一開始先落後兩盤  之後連下四盤逆轉勝  接著剛剛比完的射箭女團也是一開始雅婷跟千瑩不在狀況  之後就9分 10分連發  在極度劣勢的0:4開始追到平手4:4  其中最後一場的最後一位還放槍射了支5分XDDD  然後在延長賽穩穩的9 9 8贏了7 9 9的墨西哥  超爽的!  ,happy
 幹.... 這一看就知道要吃專注力的藥 怎麼會是要祭改啦...... 媽媽啊.... 與其拿衣服祭改... 不如早點讓他吃專注力的藥 早發現早治療 何必呢 ....... ---- Sent from BePTT on my iPhone 12  ,hate
  看到一隻流浪貓  對著一個大概有 180 公分高的牆  蹬了兩下就站在牆頭上了  輕功練到最頂  補個淦  ,hate
   離開那群組 回去又發現一堆人講我壞話 淦 根本離不開阿 淦淦  ,hate
 都已經好不容易選了一張照片 能當作發ig的原因 卻沒有多於的勇氣說出來  當我ㄧ張一張刪除了我們的喜怒哀樂 就已經是最後ㄧ次翻閱 翻閱真實的笑容和天氣 和那些發胖的美食 如今看來也都不美味了  雖然我矛盾的想知道 是不是有更吸引你的人、事、物 好讓我痛ㄧ遍這過渡期  有時瞭解 到最後ㄧ刻才認識真的你 有些諷刺 但我們的適不適合 好像是自己想像出來的 彼此喜歡不ㄧ樣的電影 聽不一樣的歌 不ㄧ樣的做事方式 但總歸就是 不夠愛 沒那麼想包容 不平等的相處模式  才會有分岐的我們 於是走上了分道揚鑣  我不會祝福你 因為你是陌生人了  ,sad
  我夢見你回來了。  不知道，時至今日，我還能在夢裡見你。  謝謝你來。  ,sad
 明明是不熟的朋友 在我生日這天居然還會送我禮物欸  超大心的!!!好開心  謝謝  --  **一加一   我和你   就等於  快樂。**  ,happy
 一整晚的話題圍繞著同理心三個字， 是否真的討論到了核心問題又或者是提出了什麼解決方法，好像大家都一頭霧水了... 想抒發情緒的人抒發了， 想就事論事的人猶豫了， 想緩和氣氛的人解釋了， 每個人有每個人的狀態， 每個人有每個人的煩惱， 混合、配合、協調... 結果會是怎麼樣呢？ 哎...我既期待改變又不敢抱持期待  ,sad
 今天某寵沒開車出門 我的機會來囉   嘿嘿嘿嘿嘿嘿嘿嘿  嘿嘿嘿嘿嘿嘿嘿欸嘿嘿嘿   洗衣服真的洗很久 晚點還要拜拜  下午應該不下雨吧   ,hate
"  文學社  嘛  也還好嘛   雖然只到了第二輪  年紀大了看這種一堆字的  好想睡覺   說獵奇也算不上  -- → tracymo:XD11/08 20:58 → Overmind:<(""￣▽￣)╮☆(__ __|||) 還笑。11/08 20:59 → tracymo:〒△〒11/08 20:59 → mokke001:<(""￣▽￣)╮☆(__ __|||) 哭啥！11/08 21:00 → Overmind:= = 好可憐，哭笑不得。11/08 21:00 → tracymo:= =硍11/08 21:00  ",hate
 原本想說怎麼運氣那麼差 什麼都抽不中 結果40張抽獎券竟然中了5000 而且疫苗也排到第二劑了 希望可以早點開放出國玩 不然一直待在台灣都快要悶壞了 希望5000趕快發下來 需要15個工作天....  ,happy
 放鳥了欸欸欸欸  媽呀我真的是  不知道該說什麼好  那個掃地阿姨帶櫃檯阿姨去吃中餐後直接消失欸  現在都已經14:12了  我們13:30上班  ？？？？？？   真的傻眼到爆炸   心情真不美麗，只好看某人的照片開心一下  ,hate
  超爽的啦  是林北今年生日最好的禮物 QQ  痛兩個多禮拜了...生不如死，  終於可以吃點正常的東西了...  大家要保重身體啊！  ,happy
 好開心，原本一直很害羞的鄰居家弟弟  今天放學時特地跑來跟我說哈囉，還親了我一下  覺得人生好美好XD  --  **一加一   我和你   就等於  快樂。**  ,happy
  餓死抬頭 鑒於境外IP 並無亂板之情形  依新板規       第八條    境外IP-適用發文、「推」、「噓」、「→」(刪文處理) 　　　　　　　　(板主得依板面情形公告施行與否)　  若往後境外/跳板IP 違規情形嚴重 將另行公告   新增板規  前言. 文章標題、內容、簽名檔，皆視同發文本體，其內容應遵守板規。        第九條    鬧板-適用發文、「推」、「噓」、「→」                  (發文者退文及水桶一個月以上/推文者水桶一個月以上，最多二                  十年)   02.張貼十八禁、唆使自殺、散播病毒、恐怖連結等。   03.發表危害公眾安全言論者。   14.大量發文及刪文，造成板面混亂者。 第十二條  檢舉文章之處理                  本板檢舉不接受私信檢舉，欲檢舉者，請至看板HatePicket檢舉。  以上 Q_Q  ,hate
 小心翼翼噴酒精戴口罩勤洗手  下班後肌肉酸痛到爆炸  莫名其妙兩條線！  發燒-鼻塞-流鼻水-乾咳-疲倦  誰傳染給我的！到底！  死病毒！  ,hate
 瓜張 一小時內暴雨陰天 藍天太陽兩次 是能出門？ 幹拎老蘇 鼻子癢癢  ,hate
  這次聯絡的時間如此短暫  但我還是這麼的在意  連續兩天的夢境  讓我覺得自己又開始心軟了  該好好想想要如何不那麼在意你了  ,sad
 這個法律系學長以前還跟我說了一個他自己的故事  就是他還沒轉法律系前  系上有一個他的女同學要倒貼他  要做他女朋友  這個法律系學長不想要這個女同學  這個女同學就跟未轉系之前的這個學長說「要等他」  這個學長就跟女同學說「妳慢慢等吧」  後來學長成功地轉進了法律系  這個說要等他的女同學就另外交了男朋友了。  這個法律系學長自己都有拒絕過主動對他示好的女生(女同學)  可是他卻沒有將心比心、沒有同理心  我在跟他講我跟系上那個系學會長學姐的事的時候  這個法律系學長完全不幫我講話  就一直釘我  完全為那個學姐說好話  他自己都可以拒絕女生  他也不幫我想一下  教我拒絕那個學姐  完全都沒有！  好像從頭到尾都是我的錯  我不能拒絕那個學姐  我跟學姐的事都不想幫我解決問題  他自己都可以拒絕女生  我卻不能拒絕這個學姐  這是哪門子道理  沒有天理  我都被人家弄  學長也不會顧弱勢的人權  不幫我想、不幫我講話  找他談心也只是會釘我  這個法律系學長是我朋友中最不想找的  要不是我朋友都在忙或都有事  誰想找他這個法律系的學長  他只是一個自大的傢伙！  ,hate
 這個月每天都抽，不是歡樂貼就是套餐送蛋捲冰，今天抽到大飲麥+大薯買一送一，開心 ～～  ,happy
 今天開心 在深夜時刻 撿到空氣四夜草 象徵著幸運 這個幸運不曉得會持續到何時 哎呀    ,happy
 要一年的沒聯繫 又來撩我 覺得很難過很難過心很痛 不是說罵幹78心就可以爽爽放開你 心如止水 幹 我是人生過太順遂 才會遇到一個垃圾就暈船嗎幹你娘機八 吃我吃夠夠了吧 操  當然都是反諷法 跟莫非定律吧？  硬是在一堆垃圾禮面挑一個小垃圾有用嗎  一樣都是爛啊幹   ,sad
 涼涼的 很舒服 出去走走 或是待在家裡睡覺 都很讚 而且這種天氣也不用開冷氣  連假很開心 真美好  好想念老朋友啊 想念大家一起玩鬧 一起讀書考試的日子  時間過得好快 大家都各自忙碌了 很感傷  也好想出國玩喔 唉  ,happy
 當初因為她而分手 一年後聯絡 以為等疫情結束你回來 我們可以重新開始 結果你跟她復合 現在好想死 睡不著 明早還要上班 很慌  ,sad
 要吃雞排還是必勝客  好餓 操他媽人生的快樂就在吃好嗎  操  所以要去買雞排還是必勝客呢   https://i.imgur.com/O2mmJWI.png  ,hate
 突 然 發 現 發 廢 文 可 以 舒 壓 ！  今天抓到兩隻 CP??? der卡比獸  u圖u真相oh~  豪9沒有看到問號惹！港動~  http://i.imgur.com/G0hO82F.jpg   ,happy
 真心覺得很難過 我永遠記得她在求學過程中 國中對我的照顧  但我也永遠忘不了 一旦今天發生造成自己麻煩事情的時候  砲火對著我 無情的謾罵的心痛 就像對待一個陌生人一樣  我就問… 如果您女兒這樣被客人罵 您是可以接受的嗎？  就因為我沒有好的家世背景 我當了業務 但業務的尊嚴 就是只能這樣任人踐踏嗎？ 然後還沒有人可以哭訴 只能自己默默流淚    ,sad
    被人潮擠來擠去  無心拜拜 什麼都沒有求  一繞完寺廟 就到外面補充熱量(買東西吃)了    之後 又去了鐵砧山  那邊有櫻花  今天開得蠻美的  不錯不錯    ,happy
 那個討厭鬼菸蟲同事啊  本來以為今天是最後一天看到她了  結果臨時有事  離職證明要下星期一到公司拿  馬的     昨天外出啊  一個大意時間沒抓好  然後就遲到啊    當然遲到是我的不對  結果這個討厭鬼當場就打電話跟老闆說  害拎北這個月要被扣全勤  靠北 妳不說就沒事欸幹    本來我還以為是老闆問另一個同事 她才說的  結果竟然是討厭鬼同事主動說的 幹  是怎樣 上輩子跟你有仇是吧     總之就是幹  ( ︶︿︶)_╭∩╮  ,hate
 去買冷滷味 我看到一大盆冒著白煙的鴨翅膀 不是剛起鍋 是剛剛從凍庫拿出來的 有些全部粘在一起  買了一隻放在常溫退冰，咬一口沒肉味了 根本在啃冰棍啊   老闆你不做好品管，會把剩下的客人給嚇跑啊  ,hate
  老闆跟老闆娘出國了  辦公室只剩我一個人 超爽的~~~  而且我愛團禮拜一要回歸  我就可以在辦公室光明正大刷MV跟音源了  真的超爽的~~~  我愛團選的回歸日期真是太好啦  啊哈哈哈哈  ,happy
 就算很落魄很失敗  人生還是必須要繼續過下去  我好像失去了快樂、積極的能力  總是憂鬱又自我否定  不知道該怎麼繼續  不知道該怎麼面對  但還是要繼續過下去  ,sad
 今天的功課好多呀  可是我還要去打工  下班後才能回家寫  可是又有那麼多  不知道是要寫到幾點了  只能拜託同學了  幫我完成一部分  幫QQ  痛苦的報告  --  ◢███◣      ＿＿＿＿＿＿＿＿＿＿＿＿  ◤   ≡  ▌   ／     總統府秘書室      ︳  |─⊙-⊙-|   <                         ︳  |    皿　|    ╲秘書長 ONEPIECE_度杜文 ︳  ◣   ︶◢       ￣￣￣￣￣￣￣￣￣￣￣￣ 2016.07.23  ,sad
  第一次是2016年的時候  我被降到快死，後來張菲他爸死了  第二次是現在  女尼師的聲音很大問張X元，張菲是你爸，他生病我移給你背，怎麼會變成是starlights背？  怎麼會變成我背呢？  他使用我七年，這七年來我每天被狐狸蹧蹋，聞一堆男生的精子，還聽那些光明會員講話，最大聲的是張菲的聲音。。。  張菲是他爸的話，他要受苦，為什麼是我受苦！！！！！！！？？？？？？？   張X元下地獄吧！！！！！！！！  ----- Sent from JPTT on my Samsung SM-G9208.  --    2015年我就從優達斯離職，直到現在我還是常聽見那時的主管張繼元的聲音   是誰在玩我呢？？？幻聽說有人把養在他身上的蠱一直移到我身上。。   幻聽是真的還是說這個主管是撒旦教的降頭師對我下降頭。。。   http://youptt.cc/BLbmt0   (我揭發他這麼久，他還是每天在我心臟跟我講共濟會的事，臉皮有夠厚)  ,hate
 人怕死 卻不怕生前  如果死亡只是回到生之前 那死亡也未必那麼值得害怕  出生之前 你一無所有 死亡之後 你終究一無所有 期待是腦子的煙花 漫不經心又被時間拐著跑 一下子就過去好多  好像那邊那個人死 這邊這個人活 就會有風 從死的那邊吹向活的  或從活的那邊吹向死的 你說怎麼可能？ 那生活與死著就沒有差別了  。  你說死亡是一條通往無盡失憶與黑暗、未知與無知的漫漫長路  我說盡頭不見得有光  你說除了光和暗還有什麼  其實是我們只發現了光影並存  也許還有許多看不見卻存在於光影之外的天際有鳥獸嗷嗷待哺  也許在未知與失憶之間還有多重三角  你的過去  我的未來  還有昨天的明天說過的  ,sad
 撐完週三，感覺就快週末了！ 總是需要一個能睡到自然醒的一天 快要放假了好開心  ,happy
 為什麼就是這麼依賴他人呢。  明明一年半以前已經因為同一個人、同一件事情大哭好幾次了。聽到新的進展之後仍然默 默掉了眼淚，也睡不好，食慾不振。  她只是你的朋友啊，不是親人或情人。 她的人生順利進展，我卻還留在原地。一無是處。  沒有辦法全心為了他的好消息開心。 人啊畢竟會變的。以前說害怕的，不想做的事情，在愛情前面都能夠退讓。  因為自己無望而羨慕嫉妒著吧。 孤老一生的結局近在眼前。 但仍然，仍然不會想抹消自己的存在，反而希望能夠不要永眠。  我還是最愛自己、只愛自己的吧。 人際關係真是我的坎。 這種ㄧ感到不被重視就想轉身的性格......大概也是為了讓自己不要傷太重的自保本能。  會好起來，要好起來。 她不會是和我黏在一起的黏膩的摯友了。 即使如此，也要繼續好好地過日子。  寂寞殺死兔子，不殺死人。  ,sad
 人總是要為做的每一個決定負責，是吧?  而我撿了一隻傷貓，撿了牠，我噴了一週的薪水  因為心軟，所以就收編成貓奴  從此不願意再加班，放假不想出門  一人一貓窩在家裡，就算是望著貓睡覺，我也覺得很開心  然而，想著今天要帶牠去抽血，想著後天要帶牠去節育  對牠，應該是好事吧!? 但又覺得我是不是剝奪了牠為人父母的機會  想想這輩子的我，也許難有機會扮演這樣的角色  而我卻要剝奪牠的機會? 但我也沒辦法承擔更多貓的生活  想想...也許幾年後的我，不得不出國生活  現在撿了牠，之後我能順利帶牠出國嗎?  為什麼我要想這麼多? 只因為我撿了一隻貓  每天都在這些問題反覆著...  是心空空的，沒有生活的重心嗎? 不然哪那麼閒一直再想!  不! 明明就忙死了，可能是想著些問題，生活才有些不一樣的色彩  生命的重量，一點也不輕。  ,sad
   貼個建議文，在那邊裝死一星期以上不回覆    操你媽的垃圾版主群！    幹。    跟當狗官的一個賤樣！    垃圾！ 拿到權力，就為所欲為！    虛擬世界都敢這樣子，真實世界還得了！    ,hate
"  妹妹畫的line貼圖上架了,  超可愛又實用,  讓我瘋狂跟大家推薦~  也來happy版跟大家分享!   「媽媽愛你唷~」 手機板：http://line.me/R/shop/detail/1265774 網頁板：https://store.line.me/stickershop/product/1265774/zh-Hant  「A露喜日常」 手機板：http://line.me/R/shop/detail/1264978 網頁板：https://store.line.me/stickershop/product/1264978/zh-Hant     ",happy
  又到了一個禮拜最開心的一天  就是禮拜五！！！  而且明天原本早上下午各一堂課  結果兩位老師都出去研討會  真的是太美好的星期五啦啦啦啦  小弟我怒睡一波  大家晚安～～～～  ----- Sent from JPTT on my HTC_D820f.  ,happy
" 今天的天氣又更溫暖了，曬到太陽整個心裡都覺得暖暖的，都想高唱""暖暖""了。 好喜歡這種天氣，覺得冷就曬一下太陽，馬上就覺得溫暖， 如果覺得熱就離開太陽，整個溫度就會變的很舒服。  雖然很討厭下雨，但也不希望太久沒下雨，因為會缺水呀！  喜歡這種溫暖的天氣，時而暖時而又覺得涼涼的，這種天氣也太適合賴床了吧。  ",happy
 大概看了一下，裡面比較喜歡的︰  (1)  「He is ugly! I love it!!」  蟻人的女兒對於像被鬼打到的詭異布偶發出的評論。   (2)  「你們家的狗好醜！」  (其實是巨大螞蟻)  莫名的被這句戳到笑點  ,happy
 有工作要好好應對不是嗎？ 好睏無法專注還看錯回信的內容靠…好煩躁 寫信後發現錯了 又回信 但現在發現沒寫錯才對 到底在幹嘛啊我   ,sad
 是不是離我要離開你的時間快到了 因為心裡一直有這個聲音 期待的等不到 時間會一直把它消磨殆盡  無法解決現況的是你 無法前進的是我  兩個人都有各自的問題   我一樣不會勉強你 我一樣希望你快樂 身體趕快好起來  ,sad
" 今天上班依舊不順利:( 我知識太低落了 很簡單的做工圖 我竟然一問三不知 都亂翻譯 而且我翻了7,8份了  今天中午太慘了 竟然被看到恐怖的身材 我身材很像大媽 人家是Missy(瘦的小姐) 我是Plus(胖的大媽) 一整個很魁梧 很可怕 不要問!!!  我太胖了!!!!!!!!!!!!!!!  我吃太多了啦 每次都狂吃 嗚嗚QQ  太難過了 我身材很差.....我太胖了   ",sad
 我也只是在學習 無聊在玩麵粉 還在跟烤箱培養感情 不要一直跟我許願 達克瓦茲、生乳捲... 做什麼就吃什麼啦 乾 不然呷賽啦 煩死 https://i.imgur.com/Rfj2MUU.jpg  ,hate
 ※ 引述《yuanying (義講)》之銘言： 雨 不停 不停的 不落下來 在這麼一個 陽光好天氣中 我正在解一個個 綿延深遠難解問題 過程中如同在一間房 這間房大的好像伊零壹 解題如開啟一扇扇的門窗 為了要處理一些經常性動作 這些動作常是重複性且單調的 所以就會藉助一些方便工具協助 記錄下每個動作的步驟和時間長度 再交由工具本身代替手動就可以達成 不過就算有這麼方便的工具替代協助下 也只算是解決了整個問題的一小部分而已 機械性的動作在這個問題之中絕非重要之處  所以說這個如果交給機械性的工具完成太好了 接著就能夠專心的著手於糾纏複雜難懂問題本身 除了問題本身另一個困難點是每次建造的時間好長 時間長到閉上眼做個黃粱一夢再醒來正好剛建築完成 這麼長的時間讓我在其中無事可做也讓一整天過的更快 相對上能有效拿來提升的時間就變少了因此實際成長變慢  -- --  ,happy
 長大以後 我的樣子  在知道愛之前 我的樣子  與經歷愛再失去它之後 我的樣子  兩個都是我 兩種我  現在的我清楚的知道過去的樣子  那樣開朗 隨性 還有樂觀  以前的我一直以為這樣就是我了  也沒有想過現在 我的樣子  現在的我 好難 好苦 好累  又想努力成為過去的我 又有想要比以前更好的樣子  對不起 過去  即使我不知道未來  我仍還在琢磨 真正的我  ,sad
 看著街上人來人往 相約跨年  今年只想在家  是長大了還是變自閉了  ,sad
 告訴自己很多次，  不要再去黑特版發文，  因為都是不好的事情發生才會去那裏發文。   終於，  這次我可以在這裡發文(我到底要廢話多少?)，    我把我該盡的義務都盡了，  好話也說盡了，  該做的我也做了，  救不了的話，那真的也沒辦法，  我不願意跟著一起沉淪，  我喜歡的人生不是這樣的!    然後，  我有點開心，  因為我可以不罣礙的放下，  去過我的生活，  不用再牽掛跟覺得還有甚麼沒做到的，    我支付了全部的耐心跟好意，  可以可以了!   不想見了。    我要擁抱自己的人生 :)  ,happy
 http://i.imgur.com/4P9kj5v.jpg http://i.imgur.com/jSK32kw.jpg 幹  ----- Sent from JPTT on my Samsung SM-G9860.  ,hate
" 小弟我, 最近迷上了玩PTT的賭盤  就在昨天淩晨2:00跟今天凌晨2:00的賭盤上  小弟很幸運的連中兩次  總共賺了1000多  再這樣賭下去我就要變比爾蓋天啦!!!!!!!!!  ",happy
" 準備了好一陣子的工作考試 雖然終於考完了可以輕鬆一下  可是在今天對完答案之後覺得更低落了.... 尤其是在發現錯的題目裡，明明就是我會寫且應該要寫對的題目阿～ 就這樣三題bye bye....囧   唉～真的是太大意了！！ 希望今年的最低錄取分數可以再多降低一些 不然真的太崩潰了= =""   ",sad
 原來我之前餵貓吃藥 都是用蠻力跟運氣  自從看過YT教學 膠囊塗上一層肉泥 用餵藥器放到近喉嚨的地方 他就會自己吞下去  甚至他自己會想吃肉泥 就把膠囊一起吞下去了  還記得第一次餵藥 是我老婆餵 是用注射筒射的 亂射一通 藥都飛走 笑到翻過去 幹   ,hate
 今天中午女朋友心血來潮 煎了豬排加甜椒 雖然荷包蛋破了 整個覺得好幸福啊 人生瞬間都充滿意義了  ,happy
 今天終於吃到朝思暮想的燒肉 排隊排了一小時半很值得 一樣好喝的湯 一樣品質的肉  真的很滿足  真的要吃到好吃的才會覺得人生有希望 才會更努力的工作呀！  太感恩了～  ,happy
 幹還在想怎麼不睏 看看時間原來是女人病又發作了爛死了   ：（   ,hate
 現在在進行的東西累積越來越大 大盜開始需要進度表顯示進度了 這還是有史以來第一次 難得弄到這麼大 開心  -- --  ,happy
  走 然後就敲到頭 超大聲的 幹 是安怎 第一次在地下道撞到頭… 傻眼  ----- Sent from JPTT on my iPhone  ,hate
  最近收到薪資條好開心 也去刷了本子 年終比想像中的高 真的太開心了 馬上買了想買很久的化妝品  ,happy
 前幾天買了小米的床頭燈2  可以切換不同的顏色及亮度  很符合我的需求  終於不用在開著燈睡覺了  還能請siri幫忙開燈  雖然有時候會沒回應  但已經心滿意足了  開心  ,happy
  近來上批踢踢感覺沒啥好文可看，也沒特別想問啥或找啥的。 就重操舊業養一下寵物，這次選了一隻蘿莉。 想說，網路上的蘿莉沒那麼燒錢。  但是，我錯了，就算是用P幣一樣仍然非常燒錢， 居然從一萬二花到只剩下200元， 不過就只是買了食物、藥品、補品各100份而已嘛!  我說系統啊，我是大戶耶!怎麼沒有折扣啊! 沒有折扣好歹也給個現金回饋吧XD! 1%什麼的也好呀~ 害我要上sad版來賺小蘿莉的伙食費QQ  希望之後，養這個小蘿莉能收支平衡！  ,sad
 幹你娘咧  為什麼要讀這麼多書  讀這麼多書又交不到女朋友  有哪個女生會在乎你穩不穩定讀書嗎  幹你娘咧  誰不是在乎你有個穩定經濟 才能穩定交配   幹你娘咧   讀這麼多書有什麼洨用   幹  ,hate
 家裡的貓終於懂得在那裡上廁所了!!  不會在無助的到處亂灑  身為飼主真是如釋重負阿  ,happy
 今天信用卡帳單過來，發現被盜刷，還要特別處理，很煩乃。真是的。  ,hate
 你知道我喜歡你 我常常主動賴你 但...我真的不知道您是怎樣的心情？  是開心期待收到我的訊息？ 還是就默默的收到朋友訊息感？ 還是覺的煩，怎麼他媽的又傳來了？  你可不可以主動傳訊息給我 主動關心我 你知道你的一句關心可以讓我快樂一整天嗎？   我不主動傳訊給你， 不是因為你不重要  而是我不知道我重不重要     該放棄了......  ,sad
 以一個一般大學文組畢業生底薪三萬來看 扣掉房租水電瓦斯一萬四 伙食費一萬 剩下六千塊要應付學貸 電話費 困難一點的還要給家裡錢 這樣狀況是不是真的不適合在台北生活  先說不是我本人 是我一個認識的朋友北漂打拼  ,hate
   今天心血來潮和lab的人一起做煎餅  首先昨天去家樂福買一盒雞蛋、泡菜、蔥、兩包麵粉  麵粉200克，水100克，雞蛋兩顆，泡菜一搓，就上工混囉~~  最後才發現居然沒有加鹽巴，完全沒味道呀呀呀~~(感覺自己好白癡!!  沒關係，第二塊會更好，等等再發第二塊的文章囉!!!!!!     ---------------------------------- http://hueiliao.blogspot.tw/2015/10/blog-post.html#more ----------------------------------   ,happy
  今天既不用上課，也不用出門 悠閒的時刻，睡覺睡到自然醒 早餐不需趕時間，下午點心休閒Time 覺得幸福滿足^^  ----- Sent from JPTT on my Sony D5833.  ,happy
"  People equal shit People equal shit People equal shit  iam not afraid of you  motherfucker,everyone has to die    ----- Sent from JPTT on my Xiaomi 2109119DG.  ",hate
  幹您娘  我好久沒進我的房間了  想說ㄍㄍ不在真開心   開心沒一個小時  他就回來了  喔喔喔喔喔  人蔘真的非常美好     才怪 幹  總之就是幹  ( ︶︿︶)_╭∩╮  ,hate
 超愛吃滿漢大餐的泡麵 尤其打個蛋更好吃 可惜公司沒辦法讓我打蛋 但是中午吃到還是超滿足的  ,happy
 在一段關係裡因為太愛而失去了自己 即使找回了生活，比起愛自己還是更愛他 因為總覺得自己很不堪又狼狽， 找了很多事情做， 用正事逼迫自己專注、 用運動去發洩精力、 用朋友聚會去分心 然後找了很多練習要愛自己 可是我還是想到即將要離別就很想念很難過 又厭惡這樣的自己也不想讓人擔心 好難  ,sad
  經過之前幾次經驗，我真的對漫畫出版社的滿額贈會拿到什麼我想要的款很沒信心 總共 7 種的資料夾我子拿三張就能拿到兩張一樣的真的很無言，而且還不是我喜歡的   BUT！   這次我幸運地都拿到想要的而且是沒有重複的了～～～ LUCKY～～～～～   而且是有二分之一會拿到雷的機率讓我拿到想要的那個～ 超開心der～～～     ,happy
" 開心的時候真的好開心  對比現在  -- Look at the stars, look how they shine for you And everything that you do, yeh they were all YELLOW I came along, i wrote a song for you and all the things you do, and it was called YELLOW And so i took my turn, oh what a thing to have done, And it was all YELLOW.  ",sad
 搞不清楚是因為忙碌  還是因為思念  總要到早上才說晚安  祝妳一切安好  工作順利   ,sad
 改這三小介面  這樣感覺以後五樓更難搶了  是說我也沒在搶五樓的啦  補個幹  ,hate
 耶 好爽喔 終於交到女友了 從來沒有這麼爽過 沒有想到這天 怎麼可能真的實現了 但是現實就是這麼無奇不有 連我這麼渣的廢人宅 拉基廢物大奶肥子宅都能交到女朋友 大家不要放棄 總有一天大家一定可以遇到對的人 超爽的 哈哈哈 共勉之  ,happy
 剛剛又順利成交了一筆訂單，  今天總共成交了兩筆訂單，  一筆比較小額訂單，一筆比較大的訂單，  看看下一個禮拜可不可以將剩下的庫存全部賣出去。  ,happy
      現在量耳溫 37.3度耶！    我是不是中獎了？    幹！    上午去打疫苗時，醫生不給打！！    說我發燒！    莫名其妙！    版上有人額溫、耳溫都37度以上？？？    補個幹！    我的錢錢又噴了500元去！   ,hate
 真的會發現什麼樣子的人都有  也覺得很多人都好努力的過生活  覺得自己好像可以再加油一點  最後仍然不變的就一句話  不期不待沒有傷害  ,hate
 長期老闆ABCDE  目測每個都+10公斤以上  雖然也有可能是社會化的影響  但是這麼湊巧嗎....？  還有一個F啦 不過他本來就胖胖的  健康就好   就拎北越來越消瘦嗚嗚嗚   -- Q    ◢▲◣    ◢▲◣ S  ◢  \\██  //  ◣            發財發財 W 【'' )  ◢▄◣  ◢▄◣ ▎        發財發財 E ◥  |  ▼  ▍◢千◣ 發財發財 E ◥ \=== ︶︶    ===▎█万= 】 發財發財 T  ◥ ▃▃▃▃●▃▃▃▃ \◥両◤ 發財發財  ,hate
 昨天晚上去買體重計，知道某牌體重計目前大缺貨，但也抱著一絲希望的問店家有沒有該 牌的體重計，結果還真的有，庫存只剩一台，於是我就把它買回家了，哈哈  ,happy
 從小好好生活 如期上大學、讀研究所 出國進修，回台就業，  生活正常，不菸不酒， 工作正常，沒有大富大貴 倒也不致於餓死自己 三節生日，父親母親節也從沒忘了禮數 爸媽的願望幾乎是使命必達  最後只因為年紀到了沒男友 沒有積極尋找下一階段 就變成事業無成、服儀懶散幼稚隨便 態度消極、只會低限度生活的俗女 所有其他努力都一起抹煞了  對不起，我該死。  ,hate
 每當看見鴿子 妳總會拉著我說 「你看你看 是你耶」 因為我總是穿著黑色或灰色的衣服 妳笑著說 就跟我一樣 鴿子跟我很像  時間荏苒 之後見到鴿子時已經沒人拉著我的手 只剩下腦海的「你看你看..」  ,sad
 在廉價航空搶到韓國機票竟然只要4000多，真是太幸運了，接下來只要訂好飯店安排好行 程就可以出發了，令人期待的韓國遊我來了  ,happy
  心情難得覺得那麼滿足  這幾天一直想去喝某間飲料店  期待已久卻還沒有空行動  今天剛好有人請我喝飲料  拿過來一看~~~~~~~~  怎麼會有這麼剛好的事情！  雖然被太陽曬到很厭世  但喝到飲料的瞬間  就覺得其實這個世界沒那麼差XDD  想要一個東西的時候  如果剛好在不經意的情況下收到  真的是會很驚喜而且開心呢！  一件快樂的事可以改變一天的心情  至少我今天是相信這個說法了！   ,happy
 7/8從上一份很惱怒的事務所工作離職  後期雖然很輕鬆愜意但是很不愉快  7/21到新公司報到  很幸運遇到願意相信我的主管  也很願意提拔我    最近發現自己真的很幸運  同事都對我好好！！！  也特別的照顧我  真的是福氣＠＠   明天公司有大活動！  雖然同組的人都不太熟～～  但這也是一個機會吧！  ＦＩＧＨＴＩＮＧ！！！  才剛來這間公司滿２個月  我還有很多要改進的地方  也真的很感恩同事上司都對我很寬容  每天在公司都笑的很愉快   好謝謝這樣的機會！  感謝疼我的老天爺～  ,happy
  不用被扣薪很開心 往國外業務的道路邁進很開心 找到一家便宜品質和設計都不錯的台拍很開心 新衣服們今天被寄出了很開心 終於要進入秋天很開心 波若威由負轉正賣出很開心 不再吵吵鬧鬧了很開心 前同事女兒即將離開糟糕的學校很開心  you wake up every single day to get better today than you were yesterday  ,happy
 這週末是我高中期中考完的第一個休息期。  在準備地不知道算不算好就隨隨便便的上考場了。  畢竟是小段考級的測驗嘛，也就算了。  重要的是結束後這甜美的假日挖哈哈，  跟著家人一起回鄉下慶祝母親節啊，  　　　　　　　　　　　　好好的玩個通霄的電腦啊，  　　　　　　　　　　　　　　　　　　甚至還在早上起來罕見的寫起了功課哈哈，  這一切一定都是考完後所得到的成就感吧，雖然也只是不會被當的程度而已.......  其實考試這制度對學生也不是很壞嘛，雖然前面會很累，  但是考完之後卻能更放開的去玩，  當我心裡冒出這些想法..好像更加說明了當學生的悲哀。  ,happy
  記不記得  其實也不是很重要  有時候忘記其實比較好  沒有感情人也輕鬆一點  不會天天夜夜思思念念  曖昧或許還比交往來得可愛和珍貴  但也就只是一種消磨無趣的方法而已  終究還是不敢把自己交給誰  也不敢讓別人走進來  那不如就把人生還給彼此吧  謝謝   來看看我是不是真的命中幫別人帶媒 ----- Sent from JPTT on my iPhone  ,sad
